Name,Link,Price,Performance,Team,Processor,RAM,Storage,Price2Performance
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_32?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-32,30990,8852,AMD,7320U,8,512,3.500903750564844
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_35?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-35,46990,9199,AMD,7520U,16,512,5.10816393086205
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",https://www.amazon.in/ASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS/dp/B0BVMM9CW5/ref=sr_1_37?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-37,36500,9199,AMD,7520U,8,512,3.9678225894118926
"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11Th Gen, 17.3-Inch (43.94 Cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA Geforce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 Kg), FX706HF-HX018W",https://www.amazon.in/ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_40?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-40,48990,15611,Intel,11400H,4,512,3.1381718019345333
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX",https://www.amazon.in/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_43?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-43,44990,16959,AMD,5600H,4,512,2.6528686832950057
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS",https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS/dp/B0BQSH511C/ref=sr_1_44?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-44,40390,9199,AMD,7520U,16,512,4.390694640721818
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-G3-Intel-1235U/dp/B0DGL4G9Q9/ref=sr_1_50?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.-H3820ffKjWAIXaH8MyyQiaBz6f29NpYYYNMUk3j3A4&dib_tag=se&keywords=laptop&qid=1733911550&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-50,38600,13387,Intel,1235U,8,512,2.8833943377903934
"ASUS Vivobook 14 Thin and Light Laptop, Intel Core i3-1215U 12Th Gen, 14"" (35.56 Cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHR /Blue/1.40 Kg), X1404ZA-NK321WS",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_26?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-26,33990,10839,Intel,1215U,8,512,3.135898145585386
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://www.amazon.in/Lenovo-V14-G3-Intel-1215U/dp/B0DGKZPWV5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-29,32900,10839,Intel,1215U,8,512,3.035335363040871
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-Intel-Core-1215U/dp/B0DJCQ8D3J/ref=sr_1_31?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-31,32890,10839,Intel,1215U,16,512,3.0344127687056
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_32?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-32,30990,8852,AMD,7320U,8,512,3.500903750564844
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_35?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-35,46990,9199,AMD,7520U,16,512,5.10816393086205
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 14-inch (35.56 cm) FHD, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Silver/1.38 kg), E1404FA-NK521WS",https://www.amazon.in/ASUS-Vivobook-14-inch-Windows-E1404FA-NK521WS/dp/B0BVMM9CW5/ref=sr_1_37?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-37,36500,9199,AMD,7520U,8,512,3.9678225894118926
"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11Th Gen, 17.3-Inch (43.94 Cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA Geforce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 Kg), FX706HF-HX018W",https://www.amazon.in/ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_40?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-40,48990,15611,Intel,11400H,4,512,3.1381718019345333
"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX",https://www.amazon.in/HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_43?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-43,44990,16959,AMD,5600H,4,512,2.6528686832950057
"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin and Light Laptop (16GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 Kg), E1504FA-NJ541WS",https://www.amazon.in/ASUS-Vivobook-Integrated-Graphics-E1504FA-NJ541WS/dp/B0BQSH511C/ref=sr_1_44?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-44,40390,9199,AMD,7520U,16,512,4.390694640721818
"Lenovo V14 G3 (2024), Intel Core i5 12th Gen 1235U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-G3-Intel-1235U/dp/B0DGL4G9Q9/ref=sr_1_50?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.xX4kiNUuWfJ9EEfPLLO2poy-hs13ZQrsH8JCZKOg6zs&dib_tag=se&keywords=laptop&qid=1733911552&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-50,38600,13387,Intel,1235U,8,512,2.8833943377903934
"ASUS Vivobook 14 Thin and Light Laptop, Intel Core i3-1215U 12Th Gen, 14"" (35.56 Cm) FHD, 60Hz (8GB RAM/512GB SSD/Windows 11/Office 2021/Fingerprint/42WHR /Blue/1.40 Kg), X1404ZA-NK321WS",https://www.amazon.in/ASUS-Vivobook-IntelCore-Fingerprint-X1404ZA-NK321WS/dp/B0CCP9PH92/ref=sr_1_26?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.QadDze3BtiB3VyGZ8vx1nvVL5Z6Ug5cb59WqlUlohYU&dib_tag=se&keywords=laptop&qid=1733911555&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-26,33990,10839,Intel,1215U,8,512,3.135898145585386
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (8GB/512GB SSD/Intel Integrated UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021",https://www.amazon.in/Lenovo-V14-G3-Intel-1215U/dp/B0DGKZPWV5/ref=sr_1_29?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.QadDze3BtiB3VyGZ8vx1nvVL5Z6Ug5cb59WqlUlohYU&dib_tag=se&keywords=laptop&qid=1733911555&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-29,32900,10839,Intel,1215U,8,512,3.035335363040871
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office",https://www.amazon.in/Lenovo-V14-Intel-Core-1215U/dp/B0DJCQ8D3J/ref=sr_1_31?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.QadDze3BtiB3VyGZ8vx1nvVL5Z6Ug5cb59WqlUlohYU&dib_tag=se&keywords=laptop&qid=1733911555&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-31,32890,10839,Intel,1215U,16,512,3.0344127687056
"ASUS Vivobook Go 14, AMD Ryzen 3 7320U, Thin and Light Laptop, 14"" (35.56 cm) FHD, (8 GB RAM/512GB SSD/Windows 11/Office 2021/42WHr /Black/1.38 kg), E1404FA-NK325WS",https://www.amazon.in/ASUS-Vivobook-Laptop-Office-E1404FA-NK325WS/dp/B0CCPC5DTD/ref=sr_1_32?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.QadDze3BtiB3VyGZ8vx1nvVL5Z6Ug5cb59WqlUlohYU&dib_tag=se&keywords=laptop&qid=1733911555&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-32,30990,8852,AMD,7320U,8,512,3.500903750564844
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Black/1.63 kg), E1504FA-LK542WS",https://www.amazon.in/ASUS-Vivobook-Windows-Backlit-E1504FA-LK542WS/dp/B0BTWCN881/ref=sr_1_35?dib=eyJ2IjoiMSJ9.oKieeIE1jiluaodHhvJrwMPAU3nCNoRYD4kKHYag-8v5lgMN0CayuDnzjGMRH6TE6J5Bi0Pj0NZt8eavlBol0ZRhR1wMcLRLOUaXWYasJqgs0oKgAGarBmi23Zjtc51MMGRmRUXkZ0HLzbZv76r0ZZ2vbHrOK2aDhF6-B3Mgi_o7bf0cHIsxgT-cf6HwXUQsq9XrfKo8o3VQimxDRkkrWUl532dhyP9bx-I2ShaEQmeK3W7Rfd7TeKo_KW92VC7g3eEvwUPBWcGin-KI25BeYt_bHvKp13HFm4u2aqu58dA.QadDze3BtiB3VyGZ8vx1nvVL5Z6Ug5cb59WqlUlohYU&dib_tag=se&keywords=laptop&qid=1733911555&refinements=p_36%3A3000000-5000000&rnid=7252027031&s=computers&sr=1-35,46990,9199,AMD,7520U,16,512,5.10816393086205
